LocalDateTime,UTCOffset,DateTimeUTC,PARIn_Avg,PAROut_Avg
2/23/17 7:45,-7,2/23/17 14:45,16.04,14.24
2/23/17 8:00,-7,2/23/17 15:00,44.54,39.77
2/23/17 8:15,-7,2/23/17 15:15,47.92,42.05
2/23/17 8:30,-7,2/23/17 15:30,32.08,28.22
2/23/17 8:45,-7,2/23/17 15:45,55.79,48.75
2/23/17 9:00,-7,2/23/17 16:00,91.5,80.3
2/23/17 9:15,-7,2/23/17 16:15,90.2,79.01
2/23/17 9:30,-7,2/23/17 16:30,112.5,98
2/23/17 9:45,-7,2/23/17 16:45,158.7,138.5
2/23/17 10:00,-7,2/23/17 17:00,136.7,119
2/23/17 10:15,-7,2/23/17 17:15,163.9,142.6
2/23/17 10:30,-7,2/23/17 17:30,179.3,153.9
2/23/17 10:45,-7,2/23/17 17:45,217.3,189.6
2/23/17 11:00,-7,2/23/17 18:00,232.6,203.1
2/23/17 11:15,-7,2/23/17 18:15,303.5,263.5
2/23/17 11:30,-7,2/23/17 18:30,281.7,245.3
2/23/17 11:45,-7,2/23/17 18:45,338.8,295.8
2/23/17 12:00,-7,2/23/17 19:00,333.3,290
2/23/17 12:15,-7,2/23/17 19:15,272,237
2/23/17 12:30,-7,2/23/17 19:30,352.5,308.7
2/23/17 12:45,-7,2/23/17 19:45,269.6,236.2
2/23/17 13:00,-7,2/23/17 20:00,327.8,284.6
2/23/17 13:15,-7,2/23/17 20:15,347.2,301.2
2/23/17 13:30,-7,2/23/17 20:30,304.8,268.5
2/23/17 13:45,-7,2/23/17 20:45,285.4,251.5
2/23/17 14:00,-7,2/23/17 21:00,222.5,195.8
2/23/17 14:15,-7,2/23/17 21:15,307.5,270.8
2/23/17 14:30,-7,2/23/17 21:30,176.9,156.1
2/23/17 14:45,-7,2/23/17 21:45,404.8,358.3
2/23/17 15:00,-7,2/23/17 22:00,313,278.4
2/23/17 15:15,-7,2/23/17 22:15,426.3,371.5
2/23/17 15:30,-7,2/23/17 22:30,195.6,170.8
2/23/17 15:45,-7,2/23/17 22:45,232.8,203.8
2/23/17 16:00,-7,2/23/17 23:00,229.6,201.6
2/23/17 16:15,-7,2/23/17 23:15,166.5,147.8
2/23/17 16:30,-7,2/23/17 23:30,137.4,121.3
2/23/17 16:45,-7,2/23/17 23:45,133.3,117.6
2/23/17 17:00,-7,2/24/17 0:00,85.8,76.1
2/23/17 17:15,-7,2/24/17 0:15,65.47,57.89
2/23/17 17:30,-7,2/24/17 0:30,64.1,56.57
2/23/17 17:45,-7,2/24/17 0:45,42.53,37.67
2/23/17 18:00,-7,2/24/17 1:00,16.61,14.67
2/23/17 18:15,-7,2/24/17 1:15,5.339,4.77
2/23/17 18:30,-7,2/24/17 1:30,1.339,1.195
2/23/17 18:45,-7,2/24/17 1:45,0.052,0.042
2/23/17 19:00,-7,2/24/17 2:00,0,0
2/23/17 19:15,-7,2/24/17 2:15,0,0
2/23/17 19:30,-7,2/24/17 2:30,-0.001,0.001
2/23/17 19:45,-7,2/24/17 2:45,0,0
2/23/17 20:00,-7,2/24/17 3:00,0,0
2/23/17 20:15,-7,2/24/17 3:15,0.001,0.001
2/23/17 20:30,-7,2/24/17 3:30,0.001,-0.001
2/23/17 20:45,-7,2/24/17 3:45,0,0
2/23/17 21:00,-7,2/24/17 4:00,0,0.001
2/23/17 21:15,-7,2/24/17 4:15,0,0
2/23/17 21:30,-7,2/24/17 4:30,0,-0.001
2/23/17 21:45,-7,2/24/17 4:45,0,0
2/23/17 22:00,-7,2/24/17 5:00,0,0.001
2/23/17 22:15,-7,2/24/17 5:15,0,0.001
2/23/17 22:30,-7,2/24/17 5:30,-0.001,0
2/23/17 22:45,-7,2/24/17 5:45,0,0
2/23/17 23:00,-7,2/24/17 6:00,0,0
2/23/17 23:15,-7,2/24/17 6:15,-0.001,0
2/23/17 23:30,-7,2/24/17 6:30,0,0
2/23/17 23:45,-7,2/24/17 6:45,0,0
2/24/17 0:00,-7,2/24/17 7:00,0,0
2/24/17 0:15,-7,2/24/17 7:15,-0.002,0.002
2/24/17 0:30,-7,2/24/17 7:30,-0.001,0
2/24/17 0:45,-7,2/24/17 7:45,0,0
2/24/17 1:00,-7,2/24/17 8:00,0,0
2/24/17 1:15,-7,2/24/17 8:15,0.002,-0.001
2/24/17 1:30,-7,2/24/17 8:30,0,0
2/24/17 1:45,-7,2/24/17 8:45,0,0
2/24/17 2:00,-7,2/24/17 9:00,0,0
2/24/17 2:15,-7,2/24/17 9:15,-0.001,0
2/24/17 2:30,-7,2/24/17 9:30,0.001,-0.001
2/24/17 2:45,-7,2/24/17 9:45,0,0
2/24/17 3:00,-7,2/24/17 10:00,0,0
2/24/17 3:15,-7,2/24/17 10:15,0,0.001
2/24/17 3:30,-7,2/24/17 10:30,0.001,0.001
2/24/17 3:45,-7,2/24/17 10:45,0,0
2/24/17 4:00,-7,2/24/17 11:00,0,-0.001
2/24/17 4:15,-7,2/24/17 11:15,-0.002,0.002
2/24/17 4:30,-7,2/24/17 11:30,0,0.001
2/24/17 4:45,-7,2/24/17 11:45,0,0
2/24/17 5:00,-7,2/24/17 12:00,0,0
2/24/17 5:15,-7,2/24/17 12:15,0.001,0.001
2/24/17 5:30,-7,2/24/17 12:30,-0.003,0.002
2/24/17 5:45,-7,2/24/17 12:45,0,0
2/24/17 6:00,-7,2/24/17 13:00,0,0
2/24/17 6:15,-7,2/24/17 13:15,0.001,-0.001
2/24/17 6:30,-7,2/24/17 13:30,0.002,0.001
2/24/17 6:45,-7,2/24/17 13:45,0.009,0.006
2/24/17 7:00,-7,2/24/17 14:00,0.606,0.552
2/24/17 7:15,-7,2/24/17 14:15,4.655,4.206
2/24/17 7:30,-7,2/24/17 14:30,21.43,19.18
2/24/17 7:45,-7,2/24/17 14:45,41.41,36.94
2/24/17 8:00,-7,2/24/17 15:00,41.21,36.83
2/24/17 8:15,-7,2/24/17 15:15,60.56,54.42
2/24/17 8:30,-7,2/24/17 15:30,153.2,137.1
2/24/17 8:45,-7,2/24/17 15:45,155.4,137.5
2/24/17 9:00,-7,2/24/17 16:00,194.4,173.5
2/24/17 9:15,-7,2/24/17 16:15,222.7,198.8
2/24/17 9:30,-7,2/24/17 16:30,224.1,199.8
2/24/17 9:45,-7,2/24/17 16:45,165.2,149.4
2/24/17 10:00,-7,2/24/17 17:00,341.8,306.2
2/24/17 10:15,-7,2/24/17 17:15,430.6,387.3
2/24/17 10:30,-7,2/24/17 17:30,665.6,610.7
2/24/17 10:45,-7,2/24/17 17:45,729.5,683.5
2/24/17 11:00,-7,2/24/17 18:00,892,839
2/24/17 11:15,-7,2/24/17 18:15,902,851
2/24/17 11:30,-7,2/24/17 18:30,957,899
2/24/17 11:45,-7,2/24/17 18:45,814,725.6
2/24/17 12:00,-7,2/24/17 19:00,753,671.5
2/24/17 12:15,-7,2/24/17 19:15,794.2,713.9
2/24/17 12:30,-7,2/24/17 19:30,702.4,624.2
2/24/17 12:45,-7,2/24/17 19:45,644.9,571.3
2/24/17 13:00,-7,2/24/17 20:00,816,766.3
2/24/17 13:15,-7,2/24/17 20:15,1026,960
2/24/17 13:30,-7,2/24/17 20:30,1143,1142
2/24/17 13:45,-7,2/24/17 20:45,937,901
2/24/17 14:00,-7,2/24/17 21:00,1176,1129
2/24/17 14:15,-7,2/24/17 21:15,1399,1366
2/24/17 14:30,-7,2/24/17 21:30,614.7,546
2/24/17 14:45,-7,2/24/17 21:45,653.8,593
2/24/17 15:00,-7,2/24/17 22:00,718.6,677.4
2/24/17 15:15,-7,2/24/17 22:15,550.8,524.3
2/24/17 15:30,-7,2/24/17 22:30,430.2,384.3
2/24/17 15:45,-7,2/24/17 22:45,435.9,389.9
2/24/17 16:00,-7,2/24/17 23:00,410.4,367.6
2/24/17 16:15,-7,2/24/17 23:15,344.1,309.2
2/24/17 16:30,-7,2/24/17 23:30,320.5,292.6
2/24/17 16:45,-7,2/24/17 23:45,292.4,267.9
2/24/17 17:00,-7,2/25/17 0:00,169.2,150.3
2/24/17 17:15,-7,2/25/17 0:15,162.6,142.9
2/24/17 17:30,-7,2/25/17 0:30,125.1,111.8
2/24/17 17:45,-7,2/25/17 0:45,96.8,87.5
2/24/17 18:00,-7,2/25/17 1:00,48.85,45.32
2/24/17 18:15,-7,2/25/17 1:15,17.73,16.04
2/24/17 18:30,-7,2/25/17 1:30,3.395,3.111
2/24/17 18:45,-7,2/25/17 1:45,0.194,0.187
2/24/17 19:00,-7,2/25/17 2:00,0.002,0
2/24/17 19:15,-7,2/25/17 2:15,0,-0.001
2/24/17 19:30,-7,2/25/17 2:30,-0.004,-0.001
2/24/17 19:45,-7,2/25/17 2:45,0,0
2/24/17 20:00,-7,2/25/17 3:00,0.001,-0.001
2/24/17 20:15,-7,2/25/17 3:15,-0.003,0.004
2/24/17 20:30,-7,2/25/17 3:30,0.001,-0.001
2/24/17 20:45,-7,2/25/17 3:45,-0.002,-0.001
2/24/17 21:00,-7,2/25/17 4:00,0,0.002
2/24/17 21:15,-7,2/25/17 4:15,0.003,0.002
2/24/17 21:30,-7,2/25/17 4:30,0.003,0
2/24/17 21:45,-7,2/25/17 4:45,-0.002,0.001
2/24/17 22:00,-7,2/25/17 5:00,-0.001,-0.003
2/24/17 22:15,-7,2/25/17 5:15,-0.002,0.003
2/24/17 22:30,-7,2/25/17 5:30,-0.006,-0.004
2/24/17 22:45,-7,2/25/17 5:45,0.002,-0.003
2/24/17 23:00,-7,2/25/17 6:00,-0.002,0
2/24/17 23:15,-7,2/25/17 6:15,-0.001,0.004
2/24/17 23:30,-7,2/25/17 6:30,0.006,-0.004
2/24/17 23:45,-7,2/25/17 6:45,-0.002,0
2/25/17 0:00,-7,2/25/17 7:00,0,-0.004
2/25/17 0:15,-7,2/25/17 7:15,-0.003,-0.005
2/25/17 0:30,-7,2/25/17 7:30,0,-0.005
2/25/17 0:45,-7,2/25/17 7:45,0.002,0.002
2/25/17 1:00,-7,2/25/17 8:00,-0.003,0.003
2/25/17 1:15,-7,2/25/17 8:15,0.006,-0.003
2/25/17 1:30,-7,2/25/17 8:30,0.003,-0.006
2/25/17 1:45,-7,2/25/17 8:45,0.001,-0.006
2/25/17 2:00,-7,2/25/17 9:00,0.005,0.001
2/25/17 2:15,-7,2/25/17 9:15,-0.004,0.003
2/25/17 2:30,-7,2/25/17 9:30,-0.004,-0.002
2/25/17 2:45,-7,2/25/17 9:45,0.004,0.006
2/25/17 3:00,-7,2/25/17 10:00,0,0.005
2/25/17 3:15,-7,2/25/17 10:15,0,-0.003
2/25/17 3:30,-7,2/25/17 10:30,-0.001,-0.006
2/25/17 3:45,-7,2/25/17 10:45,-0.002,-0.004
2/25/17 4:00,-7,2/25/17 11:00,0,-0.002
2/25/17 4:15,-7,2/25/17 11:15,-0.003,-0.005
2/25/17 4:30,-7,2/25/17 11:30,0,-0.002
2/25/17 4:45,-7,2/25/17 11:45,0.005,0.001
2/25/17 5:00,-7,2/25/17 12:00,-0.004,-0.001
2/25/17 5:15,-7,2/25/17 12:15,-0.003,-0.003
2/25/17 5:30,-7,2/25/17 12:30,0.002,0.007
2/25/17 5:45,-7,2/25/17 12:45,0.004,-0.001
2/25/17 6:00,-7,2/25/17 13:00,0.001,0.001
2/25/17 6:15,-7,2/25/17 13:15,0.001,0.001
2/25/17 6:30,-7,2/25/17 13:30,0.006,0.004
2/25/17 6:45,-7,2/25/17 13:45,0.051,0.039
2/25/17 7:00,-7,2/25/17 14:00,1.06,0.949
2/25/17 7:15,-7,2/25/17 14:15,8.97,7.911
2/25/17 7:30,-7,2/25/17 14:30,35.31,30.98
2/25/17 7:45,-7,2/25/17 14:45,73.25,64.96
2/25/17 8:00,-7,2/25/17 15:00,131.5,116.3
2/25/17 8:15,-7,2/25/17 15:15,175.5,155.7
2/25/17 8:30,-7,2/25/17 15:30,248.1,219.6
2/25/17 8:45,-7,2/25/17 15:45,310.2,273.6
2/25/17 9:00,-7,2/25/17 16:00,360.7,319.6
2/25/17 9:15,-7,2/25/17 16:15,411.2,365.9
2/25/17 9:30,-7,2/25/17 16:30,520.8,465.8
2/25/17 9:45,-7,2/25/17 16:45,613,549.9
2/25/17 10:00,-7,2/25/17 17:00,578.9,514.2
2/25/17 10:15,-7,2/25/17 17:15,629,555.3
2/25/17 10:30,-7,2/25/17 17:30,689,606
2/25/17 10:45,-7,2/25/17 17:45,766.8,680
2/25/17 11:00,-7,2/25/17 18:00,790.8,703.3
2/25/17 11:15,-7,2/25/17 18:15,769.3,680.7
2/25/17 11:30,-7,2/25/17 18:30,743.2,655.5
2/25/17 11:45,-7,2/25/17 18:45,838,741
2/25/17 12:00,-7,2/25/17 19:00,777.5,687.9
2/25/17 12:15,-7,2/25/17 19:15,685.3,601.7
2/25/17 12:30,-7,2/25/17 19:30,633.5,576.6
2/25/17 12:45,-7,2/25/17 19:45,868,861
2/25/17 13:00,-7,2/25/17 20:00,1528,1603
2/25/17 13:15,-7,2/25/17 20:15,1483,1539
2/25/17 13:30,-7,2/25/17 20:30,1520,1590
2/25/17 13:45,-7,2/25/17 20:45,1464,1548
2/25/17 14:00,-7,2/25/17 21:00,1119,1176
2/25/17 14:15,-7,2/25/17 21:15,1398,1483
2/25/17 14:30,-7,2/25/17 21:30,1185,1251
2/25/17 14:45,-7,2/25/17 21:45,1210,1214
2/25/17 15:00,-7,2/25/17 22:00,1013,971
2/25/17 15:15,-7,2/25/17 22:15,418.7,366.5
2/25/17 15:30,-7,2/25/17 22:30,351.3,309.3
2/25/17 15:45,-7,2/25/17 22:45,727.1,684.7
2/25/17 16:00,-7,2/25/17 23:00,635.2,614.1
2/25/17 16:15,-7,2/25/17 23:15,373,343
2/25/17 16:30,-7,2/25/17 23:30,487,452.4
2/25/17 16:45,-7,2/25/17 23:45,483.9,434.2
2/25/17 17:00,-7,2/26/17 0:00,314.1,289.6
2/25/17 17:15,-7,2/26/17 0:15,385.2,379.4
2/25/17 17:30,-7,2/26/17 0:30,338.4,346
2/25/17 17:45,-7,2/26/17 0:45,165.5,162
2/25/17 18:00,-7,2/26/17 1:00,57.86,53.01
2/25/17 18:15,-7,2/26/17 1:15,21.16,18.66
2/25/17 18:30,-7,2/26/17 1:30,3.598,3.11
2/25/17 18:45,-7,2/26/17 1:45,0.201,0.181
2/25/17 19:00,-7,2/26/17 2:00,0.001,0.001
2/25/17 19:15,-7,2/26/17 2:15,-0.001,0.001
2/25/17 19:30,-7,2/26/17 2:30,-0.001,0.001
2/25/17 19:45,-7,2/26/17 2:45,0,0
2/25/17 20:00,-7,2/26/17 3:00,0,0
2/25/17 20:15,-7,2/26/17 3:15,0,0.001
2/25/17 20:30,-7,2/26/17 3:30,0,0
2/25/17 20:45,-7,2/26/17 3:45,-0.001,0
2/25/17 21:00,-7,2/26/17 4:00,0,0
2/25/17 21:15,-7,2/26/17 4:15,-0.002,0.001
2/25/17 21:30,-7,2/26/17 4:30,0.001,0
2/25/17 21:45,-7,2/26/17 4:45,0,-0.001
2/25/17 22:00,-7,2/26/17 5:00,0,0
2/25/17 22:15,-7,2/26/17 5:15,0,0.001
2/25/17 22:30,-7,2/26/17 5:30,-0.003,0.003
2/25/17 22:45,-7,2/26/17 5:45,0,0
2/25/17 23:00,-7,2/26/17 6:00,0,0
2/25/17 23:15,-7,2/26/17 6:15,0.002,-0.001
2/25/17 23:30,-7,2/26/17 6:30,-0.001,0.001
2/25/17 23:45,-7,2/26/17 6:45,0,-0.002
2/26/17 0:00,-7,2/26/17 7:00,0.003,0
2/26/17 0:15,-7,2/26/17 7:15,-0.001,0.004
2/26/17 0:30,-7,2/26/17 7:30,0.002,-0.002
2/26/17 0:45,-7,2/26/17 7:45,0,-0.001
2/26/17 1:00,-7,2/26/17 8:00,0,0
2/26/17 1:15,-7,2/26/17 8:15,-0.004,0.002
2/26/17 1:30,-7,2/26/17 8:30,0.002,0.004
2/26/17 1:45,-7,2/26/17 8:45,0,-0.002
2/26/17 2:00,-7,2/26/17 9:00,-0.002,0.001
2/26/17 2:15,-7,2/26/17 9:15,-0.003,0.001
2/26/17 2:30,-7,2/26/17 9:30,0,0.001
2/26/17 2:45,-7,2/26/17 9:45,0.001,-0.004
2/26/17 3:00,-7,2/26/17 10:00,0.001,0
2/26/17 3:15,-7,2/26/17 10:15,0.006,0.001
2/26/17 3:30,-7,2/26/17 10:30,-0.002,0.001
2/26/17 3:45,-7,2/26/17 10:45,0,-0.001
2/26/17 4:00,-7,2/26/17 11:00,-0.002,-0.003
2/26/17 4:15,-7,2/26/17 11:15,0.002,-0.001
2/26/17 4:30,-7,2/26/17 11:30,0.001,0.002
2/26/17 4:45,-7,2/26/17 11:45,0.002,0.002
2/26/17 5:00,-7,2/26/17 12:00,0.001,0
2/26/17 5:15,-7,2/26/17 12:15,0,-0.002
2/26/17 5:30,-7,2/26/17 12:30,0,-0.003
2/26/17 5:45,-7,2/26/17 12:45,-0.002,0
2/26/17 6:00,-7,2/26/17 13:00,-0.002,0.002
2/26/17 6:15,-7,2/26/17 13:15,0.004,-0.001
2/26/17 6:30,-7,2/26/17 13:30,0.001,0.004
2/26/17 6:45,-7,2/26/17 13:45,0.075,0.069
2/26/17 7:00,-7,2/26/17 14:00,1.73,1.502
2/26/17 7:15,-7,2/26/17 14:15,12.25,10.71
2/26/17 7:30,-7,2/26/17 14:30,35.81,31.19
2/26/17 7:45,-7,2/26/17 14:45,59.86,52.04
2/26/17 8:00,-7,2/26/17 15:00,76.1,66.15
2/26/17 8:15,-7,2/26/17 15:15,90.8,79.05
2/26/17 8:30,-7,2/26/17 15:30,104.7,91.2
2/26/17 8:45,-7,2/26/17 15:45,118.9,103.7
2/26/17 9:00,-7,2/26/17 16:00,459.5,434.9
2/26/17 9:15,-7,2/26/17 16:15,691.1,718.6
2/26/17 9:30,-7,2/26/17 16:30,784.6,814
2/26/17 9:45,-7,2/26/17 16:45,849,879
2/26/17 10:00,-7,2/26/17 17:00,945,979
2/26/17 10:15,-7,2/26/17 17:15,1009,1037
2/26/17 10:30,-7,2/26/17 17:30,1086,1113
2/26/17 10:45,-7,2/26/17 17:45,1139,1163
2/26/17 11:00,-7,2/26/17 18:00,939,957
2/26/17 11:15,-7,2/26/17 18:15,956,985
2/26/17 11:30,-7,2/26/17 18:30,1273,1332
2/26/17 11:45,-7,2/26/17 18:45,1373,1441
2/26/17 12:00,-7,2/26/17 19:00,1413,1478
2/26/17 12:15,-7,2/26/17 19:15,1390,1461
2/26/17 12:30,-7,2/26/17 19:30,1437,1518
2/26/17 12:45,-7,2/26/17 19:45,1409,1489
2/26/17 13:00,-7,2/26/17 20:00,1409,1484
2/26/17 13:15,-7,2/26/17 20:15,1440,1521
2/26/17 13:30,-7,2/26/17 20:30,1294,1353
2/26/17 13:45,-7,2/26/17 20:45,1366,1430
2/26/17 14:00,-7,2/26/17 21:00,1359,1434
2/26/17 14:15,-7,2/26/17 21:15,1324,1400
2/26/17 14:30,-7,2/26/17 21:30,1275,1347
2/26/17 14:45,-7,2/26/17 21:45,1196,1268
2/26/17 15:00,-7,2/26/17 22:00,1136,1209
2/26/17 15:15,-7,2/26/17 22:15,1003,1066
2/26/17 15:30,-7,2/26/17 22:30,1017,1090
2/26/17 15:45,-7,2/26/17 22:45,912,982
2/26/17 16:00,-7,2/26/17 23:00,894,955
2/26/17 16:15,-7,2/26/17 23:15,785.8,838
2/26/17 16:30,-7,2/26/17 23:30,656.7,708.9
2/26/17 16:45,-7,2/26/17 23:45,551,592.8
2/26/17 17:00,-7,2/27/17 0:00,359.9,375.3
2/26/17 17:15,-7,2/27/17 0:15,290.5,299.5
2/26/17 17:30,-7,2/27/17 0:30,127.6,120.3
2/26/17 17:45,-7,2/27/17 0:45,100.5,90.5
2/26/17 18:00,-7,2/27/17 1:00,55.72,48.94
2/26/17 18:15,-7,2/27/17 1:15,17.17,14.94
2/26/17 18:30,-7,2/27/17 1:30,2.303,2.003
2/26/17 18:45,-7,2/27/17 1:45,0.133,0.112
2/26/17 19:00,-7,2/27/17 2:00,0.003,0.004
2/26/17 19:15,-7,2/27/17 2:15,0.001,0.005
2/26/17 19:30,-7,2/27/17 2:30,-0.001,-0.002
2/26/17 19:45,-7,2/27/17 2:45,0,0
2/26/17 20:00,-7,2/27/17 3:00,0,-0.001
2/26/17 20:15,-7,2/27/17 3:15,-0.001,-0.002
2/26/17 20:30,-7,2/27/17 3:30,0.001,0
2/26/17 20:45,-7,2/27/17 3:45,0.001,0.001
2/26/17 21:00,-7,2/27/17 4:00,0,0.001
2/26/17 21:15,-7,2/27/17 4:15,0.001,0
2/26/17 21:30,-7,2/27/17 4:30,0.001,0.002
2/26/17 21:45,-7,2/27/17 4:45,0.001,0.001
2/26/17 22:00,-7,2/27/17 5:00,0,0.001
2/26/17 22:15,-7,2/27/17 5:15,0.001,-0.002
2/26/17 22:30,-7,2/27/17 5:30,0,0
2/26/17 22:45,-7,2/27/17 5:45,0,-0.001
2/26/17 23:00,-7,2/27/17 6:00,0.002,-0.001
2/26/17 23:15,-7,2/27/17 6:15,-0.001,-0.001
2/26/17 23:30,-7,2/27/17 6:30,0.001,0.002
2/26/17 23:45,-7,2/27/17 6:45,0.002,0
2/27/17 0:15,-7,2/27/17 7:15,0.001,0
2/27/17 0:30,-7,2/27/17 7:30,-0.004,0.002
2/27/17 0:45,-7,2/27/17 7:45,0.001,0
2/27/17 1:00,-7,2/27/17 8:00,0,0
2/27/17 1:15,-7,2/27/17 8:15,0,0.002
2/27/17 1:30,-7,2/27/17 8:30,0.003,0.005
2/27/17 1:45,-7,2/27/17 8:45,0,-0.001
2/27/17 2:00,-7,2/27/17 9:00,0,0.001
2/27/17 2:15,-7,2/27/17 9:15,-0.001,0.005
2/27/17 2:30,-7,2/27/17 9:30,-0.005,0.003
2/27/17 2:45,-7,2/27/17 9:45,0.001,-0.002
2/27/17 3:00,-7,2/27/17 10:00,0.002,0.002
2/27/17 3:15,-7,2/27/17 10:15,0.002,-0.003
2/27/17 3:30,-7,2/27/17 10:30,-0.002,0.002
2/27/17 3:45,-7,2/27/17 10:45,0.002,0.001
2/27/17 4:00,-7,2/27/17 11:00,0.001,0.001
2/27/17 4:15,-7,2/27/17 11:15,0.001,0.005
2/27/17 4:30,-7,2/27/17 11:30,-0.005,0.001
2/27/17 4:45,-7,2/27/17 11:45,0,-0.001
2/27/17 5:00,-7,2/27/17 12:00,0.001,-0.001
2/27/17 5:15,-7,2/27/17 12:15,0.002,0.001
2/27/17 5:30,-7,2/27/17 12:30,0,0.003
2/27/17 5:45,-7,2/27/17 12:45,0,-0.001
2/27/17 6:00,-7,2/27/17 13:00,-0.001,-0.001
2/27/17 6:15,-7,2/27/17 13:15,0.001,-0.001
2/27/17 6:30,-7,2/27/17 13:30,-0.002,-0.004
2/27/17 6:45,-7,2/27/17 13:45,0.005,0.002
2/27/17 7:00,-7,2/27/17 14:00,0.324,0.282
2/27/17 7:15,-7,2/27/17 14:15,3.125,2.766
2/27/17 7:30,-7,2/27/17 14:30,9.34,8.33
2/27/17 7:45,-7,2/27/17 14:45,10.82,12.74
2/27/17 8:00,-7,2/27/17 15:00,10.53,14.12
2/27/17 8:15,-7,2/27/17 15:15,9.9,19.06
2/27/17 8:30,-7,2/27/17 15:30,14.13,29.45
2/27/17 8:45,-7,2/27/17 15:45,22.75,46.81
2/27/17 9:00,-7,2/27/17 16:00,25.18,51.73
2/27/17 9:15,-7,2/27/17 16:15,44.5,111.5
2/27/17 9:30,-7,2/27/17 16:30,46.32,121.1
2/27/17 9:45,-7,2/27/17 16:45,39.47,103.3
2/27/17 10:00,-7,2/27/17 17:00,58.3,153.4
2/27/17 10:15,-7,2/27/17 17:15,45.97,122.5
2/27/17 10:30,-7,2/27/17 17:30,51.7,138.8
2/27/17 10:45,-7,2/27/17 17:45,103.6,273.3
2/27/17 11:00,-7,2/27/17 18:00,102,266.5
2/27/17 11:15,-7,2/27/17 18:15,98.8,260.4
2/27/17 11:30,-7,2/27/17 18:30,113.5,297.1
2/27/17 11:45,-7,2/27/17 18:45,171.2,445.3
2/27/17 12:00,-7,2/27/17 19:00,197.8,509
2/27/17 12:15,-7,2/27/17 19:15,172.6,432.8
2/27/17 12:30,-7,2/27/17 19:30,176.7,444.8
2/27/17 12:45,-7,2/27/17 19:45,168.2,414.6
2/27/17 13:00,-7,2/27/17 20:00,214.3,529.8
2/27/17 13:15,-7,2/27/17 20:15,228.7,557.5
2/27/17 13:30,-7,2/27/17 20:30,192.5,460.9
2/27/17 13:45,-7,2/27/17 20:45,191,451
2/27/17 14:00,-7,2/27/17 21:00,221.7,507
2/27/17 14:15,-7,2/27/17 21:15,189.4,426.8
2/27/17 14:30,-7,2/27/17 21:30,204.6,437.7
2/27/17 14:45,-7,2/27/17 21:45,182.2,382.5
2/27/17 15:00,-7,2/27/17 22:00,111.7,226.8
2/27/17 15:15,-7,2/27/17 22:15,134.3,269.1
2/27/17 15:30,-7,2/27/17 22:30,168.9,355.6
2/27/17 15:45,-7,2/27/17 22:45,161.2,338.7
2/27/17 16:00,-7,2/27/17 23:00,123.4,254.3
2/27/17 16:15,-7,2/27/17 23:15,75.74,153.6
2/27/17 16:30,-7,2/27/17 23:30,49.65,90.5
2/27/17 16:45,-7,2/27/17 23:45,79.34,130
2/27/17 17:00,-7,2/28/17 0:00,95.6,154.4
2/27/17 17:15,-7,2/28/17 0:15,67.98,108.9
2/27/17 17:30,-7,2/28/17 0:30,62.55,98.8
2/27/17 17:45,-7,2/28/17 0:45,48.69,76.93
2/27/17 18:00,-7,2/28/17 1:00,27.41,42.83
2/27/17 18:15,-7,2/28/17 1:15,10.92,16.91
2/27/17 18:30,-7,2/28/17 1:30,2.593,3.959
2/27/17 18:45,-7,2/28/17 1:45,0.218,0.354
2/27/17 19:00,-7,2/28/17 2:00,0,0.001
2/27/17 19:15,-7,2/28/17 2:15,0.001,0.001
2/27/17 19:30,-7,2/28/17 2:30,0.001,-0.001
2/27/17 19:45,-7,2/28/17 2:45,0,0
2/27/17 20:00,-7,2/28/17 3:00,0,0
2/27/17 20:15,-7,2/28/17 3:15,0,-0.002
2/27/17 20:30,-7,2/28/17 3:30,0,0
2/27/17 20:45,-7,2/28/17 3:45,-0.001,0
2/27/17 21:00,-7,2/28/17 4:00,0,0
2/27/17 21:15,-7,2/28/17 4:15,0,0.001
2/27/17 21:30,-7,2/28/17 4:30,-0.002,-0.001
2/27/17 21:45,-7,2/28/17 4:45,-0.001,0
2/27/17 22:00,-7,2/28/17 5:00,0,0
2/27/17 22:15,-7,2/28/17 5:15,0.001,0.001
2/27/17 22:30,-7,2/28/17 5:30,-0.001,0.001
2/27/17 22:45,-7,2/28/17 5:45,0,0
2/27/17 23:00,-7,2/28/17 6:00,0,0
2/27/17 23:15,-7,2/28/17 6:15,-0.003,0
2/27/17 23:30,-7,2/28/17 6:30,0,-0.001
2/27/17 23:45,-7,2/28/17 6:45,-0.002,-0.002
2/28/17 0:00,-7,2/28/17 7:00,0,0.001
2/28/17 0:15,-7,2/28/17 7:15,0,-0.002
2/28/17 0:30,-7,2/28/17 7:30,0,0
2/28/17 0:45,-7,2/28/17 7:45,0,0
2/28/17 1:00,-7,2/28/17 8:00,0,0
2/28/17 1:15,-7,2/28/17 8:15,0,0
2/28/17 1:30,-7,2/28/17 8:30,-0.001,0
2/28/17 1:45,-7,2/28/17 8:45,0,0
2/28/17 2:00,-7,2/28/17 9:00,0,0
2/28/17 2:15,-7,2/28/17 9:15,0,0
2/28/17 2:30,-7,2/28/17 9:30,0,0
2/28/17 2:45,-7,2/28/17 9:45,0,0
2/28/17 3:00,-7,2/28/17 10:00,0.001,0
2/28/17 3:15,-7,2/28/17 10:15,0,0
2/28/17 3:30,-7,2/28/17 10:30,-0.001,0
