"SiteName","date","ProcessName","origilsubstrate","count","TempInitial_C","TempFinal_C","Flux_ugNm2hr_mean","Flux_ugNm2hr_sd"
"Pringle Creek",2018-06-09,"Nfixation_unamended","Wood",2,28.3,30.5,18.2787726086235,23.2836198836958
"Pringle Creek",2018-06-09,"Denitrification_amended","Pebble",2,26.45,31,8957.93151880126,3175.23556705458
"Pringle Creek",2018-06-09,"Denitrification_amended","Rock",2,25.7,28.4,1327.23929447346,1525.81693286324
"Pringle Creek",2018-06-09,"Denitrification_amended","Sediment",3,27.1,30.8333333333333,12243.1220315713,4286.22717030369
"Pringle Creek",2018-06-09,"Denitrification_amended","Wood",2,28.35,30.65,1071.46720764087,716.137793347605
"Pringle Creek",2018-06-09,"Denitrification_unamended","Pebble",2,26.45,31.3,1391.88294222769,583.119735075421
"Pringle Creek",2018-06-09,"Denitrification_unamended","Rock",2,26.15,28.8,0,0
"Pringle Creek",2018-06-09,"Denitrification_unamended","Sediment",3,27.2,30.9333333333333,2311.23088823065,2408.73650442971
"Pringle Creek",2018-06-09,"Denitrification_unamended","Wood",2,28.65,30.9,59.3223972530096,83.8945387476907
"Quebrada Prieta",2019-03-03,"Nfixation_unamended","Rock",2,21.95,21.75,0,0
"Quebrada Prieta",2019-03-03,"Nfixation_unamended","Sediment",2,21.65,21.95,0.100072123297827,0.14152335398326
"Quebrada Prieta",2019-03-03,"Nfixation_unamended","Wood",2,21.6,22.4,0.0910464539507876,0.128759129983181
"Quebrada Prieta",2019-03-03,"Denitrification_amended","Rock",2,21.2,21.75,39.4567545497493,2.60525491568539
"Quebrada Prieta",2019-03-03,"Denitrification_amended","Sediment",2,21.7,22.1,458.500947646419,179.083849954698
"Quebrada Prieta",2019-03-03,"Denitrification_amended","Wood",3,21.4666666666667,21.8666666666667,391.519371219117,141.888175014543
"Quebrada Prieta",2019-03-03,"Denitrification_unamended","Rock",2,22.45,21.95,0,0
"Quebrada Prieta",2019-03-03,"Denitrification_unamended","Sediment",2,21.55,22.55,9.54240834431927,13.4950032982385
"Quebrada Prieta",2019-03-03,"Denitrification_unamended","Wood",2,21.65,22,36.676804765474,27.9428731414351
"Quebrada Sonadora",2019-03-05,"Nfixation_unamended","Rock",2,20.95,21.1,0.893786142268405,1.26400448425711
"Quebrada Sonadora",2019-03-05,"Nfixation_unamended","Wood",2,21.4,21.15,0.0356670565182458,0.0504408350580309
"Quebrada Sonadora",2019-03-05,"Denitrification_amended","Rock",2,20.6,21.1,782.307094927976,45.4943261269625
"Quebrada Sonadora",2019-03-05,"Denitrification_amended","Wood",2,21.3,21.1,604.055276019369,854.263163769615
"Quebrada Sonadora",2019-03-05,"Denitrification_unamended","Rock",2,21.25,21.05,412.527048422009,395.127068494808
"Quebrada Sonadora",2019-03-05,"Denitrification_unamended","Wood",2,21.4,21,7.08551516390558,10.0204316411955
"Rio Cupeyes",2019-02-23,"Nfixation_unamended","CPOM",1,22.8,22.4,0.014476226396794,NA
"Rio Cupeyes",2019-02-23,"Nfixation_unamended","Pebble",2,23,22.45,0.0196260443377057,0.0240196063681486
"Rio Cupeyes",2019-02-23,"Nfixation_unamended","Rock",3,22.3333333333333,22.6,0.0118551354189674,0.0205336968762608
"Rio Cupeyes",2019-02-23,"Denitrification_amended","CPOM",1,22.7,22.4,8204.1739885285,NA
"Rio Cupeyes",2019-02-23,"Denitrification_amended","Pebble",2,22.75,22.45,12210.8694248756,4166.66812983432
"Rio Cupeyes",2019-02-23,"Denitrification_amended","Rock",3,22.0666666666667,22.5666666666667,9547.03740842815,1451.73849778301
"Rio Cupeyes",2019-02-23,"Denitrification_unamended","CPOM",1,22.8,22.4,8757.49971475556,NA
"Rio Cupeyes",2019-02-23,"Denitrification_unamended","Pebble",2,22.85,22.45,7685.16730752433,52.594248461004
"Rio Cupeyes",2019-02-23,"Denitrification_unamended","Rock",3,22.1666666666667,22.5666666666667,9487.4086868975,4633.82140207286
"Rio Guillarte",2019-02-21,"Nfixation_unamended","Algae",1,24.7,23.6,0.682132517719397,NA
"Rio Guillarte",2019-02-21,"Nfixation_unamended","CPOM",1,22.8,23.6,0,NA
"Rio Guillarte",2019-02-21,"Nfixation_unamended","Rock",2,21.6,24.35,0.0714012835815329,0.100976663611851
"Rio Guillarte",2019-02-21,"Nfixation_unamended","gravel",1,22.4,23.7,0.80210295438605,NA
"Rio Guillarte",2019-02-21,"Nfixation_unamended","rock",1,21.9,24.1,0,NA
"Rio Guillarte",2019-02-21,"Denitrification_amended","Algae",1,24.7,23.6,0,NA
"Rio Guillarte",2019-02-21,"Denitrification_amended","CPOM",1,23.1,23.6,15720.5419071258,NA
"Rio Guillarte",2019-02-21,"Denitrification_amended","Gravel",1,23.5,23.4,0,NA
"Rio Guillarte",2019-02-21,"Denitrification_amended","Rock",3,21.4,24.1666666666667,0,0
"Rio Guillarte",2019-02-21,"Denitrification_unamended","Algae",1,24,24,111.965989115742,NA
"Rio Guillarte",2019-02-21,"Denitrification_unamended","CPOM",1,22.5,23.6,1662.28073124859,NA
"Rio Guillarte",2019-02-21,"Denitrification_unamended","Gravel",1,22.6,23.6,161.716797740497,NA
"Rio Guillarte",2019-02-21,"Denitrification_unamended","Rock",3,21.9333333333333,24.5666666666667,0,0
"South Fork Mink Creek",2017-07-27,"Nfixation_unamended","Macrophyte",2,15.95,16.95,0.401193882454601,0.37824921980561
"South Fork Mink Creek",2017-07-27,"Nfixation_unamended","Rock",4,15.2,17.85,506.25893084181,178.489749421885
"South Fork Mink Creek",2017-07-27,"Nfixation_unamended","Sediment",2,16.1,19.6,7.52877455982935,2.50283237196213
"South Fork Mink Creek",2017-07-27,"Nfixation_unamended","Wood",2,15.75,19.2,103.467456250841,139.920643440727
"South Fork Mink Creek",2017-07-27,"Denitrification_amended","Macrophyte",2,16.35,17.1,11706.3960696667,14742.6671522073
"South Fork Mink Creek",2017-07-27,"Denitrification_amended","Rock",4,15.075,17.825,11.1497284238229,22.2994568476458
"South Fork Mink Creek",2017-07-27,"Denitrification_amended","Sediment",2,16.6,18.45,3114.7384897129,3242.72457424538
"South Fork Mink Creek",2017-07-27,"Denitrification_amended","Wood",2,15.7,19.35,189.478188233119,267.96262357316
"South Fork Mink Creek",2017-07-27,"Denitrification_unamended","Macrophyte",2,16.1,17.7,1193.67904968191,763.453669680231
"South Fork Mink Creek",2017-07-27,"Denitrification_unamended","Rock",4,15.225,17.975,0,0
"South Fork Mink Creek",2017-07-27,"Denitrification_unamended","Sediment",2,17.1,19.7,124.522653678546,176.101625654888
"South Fork Mink Creek",2017-07-27,"Denitrification_unamended","Wood",2,15.7,19.05,45.9332504711657,64.9594257802028
"Sycamore Creek",2019-05-14,"Nfixation_unamended","Algae",2,25.75,27,0.322111394053219,0.455534302064967
"Sycamore Creek",2019-05-14,"Nfixation_unamended","Rock",2,25.9,27.5,2.63175885294901,2.40245595997547
"Sycamore Creek",2019-05-14,"Nfixation_unamended","Sediment",2,26.55,27.1,0,0
"Sycamore Creek",2019-05-14,"Nfixation_unamended","Wood",2,25.3,26.65,4.6428731653773,1.24739990870572
"Sycamore Creek",2019-05-14,"Denitrification_amended","Algae",2,23.9,27.6,667.802043928526,46.6867479383819
"Sycamore Creek",2019-05-14,"Denitrification_amended","Rock",2,23.95,28.05,0,0
"Sycamore Creek",2019-05-14,"Denitrification_amended","Sediment",2,26.05,26.4,1908.29415711763,1018.2953011748
"Sycamore Creek",2019-05-14,"Denitrification_amended","Wood",2,25.1,27,548.001974531245,243.356817567391
"Sycamore Creek",2019-05-14,"Denitrification_unamended","Algae",1,25.35,27.05,0,NA
"Sycamore Creek",2019-05-14,"Denitrification_unamended","Rock",2,25.45,27.8,973.934586216204,1377.35150069118
"Sycamore Creek",2019-05-14,"Denitrification_unamended","Sediment",2,26.45,27,0,0
"Wednesday Hill Brook",2018-08-09,"Nfixation_unamended","Rock Flock",3,20.3666666666667,20.6,0,0
"Wednesday Hill Brook",2018-08-09,"Nfixation_unamended","Sediment",2,21.1,20.85,9.21875960071591,13.0372948555896
"Wednesday Hill Brook",2018-08-09,"Nfixation_unamended","Wood",3,20.8666666666667,20.7666666666667,2.81950819372716,2.93261769983798
"Wednesday Hill Brook",2018-08-09,"Denitrification_amended","Rock Flock",3,20.2666666666667,20.7666666666667,181.723227362694,307.080171251654
"Wednesday Hill Brook",2018-08-09,"Denitrification_amended","Sediment",2,21.15,20.85,1467.32992879744,1631.02895698056
"Wednesday Hill Brook",2018-08-09,"Denitrification_amended","Wood",3,20.8,21,1632.10601840805,2540.5652037626
"Wednesday Hill Brook",2018-08-09,"Denitrification_unamended","Rock Flock",3,20.4,20.6,17.9439893638861,31.0799012687262
"Wednesday Hill Brook",2018-08-09,"Denitrification_unamended","Sediment",2,20.75,20.85,1065.14881540545,1506.34790069203
"Wednesday Hill Brook",2018-08-09,"Denitrification_unamended","Wood",3,21.2,20.9333333333333,662.469978282952,592.120557979083
"Wet Beaver Creek",2019-05-16,"Nfixation_unamended","Rock",3,18.3333333333333,20.2,31.7816521121511,19.3366090341508
"Wet Beaver Creek",2019-05-16,"Nfixation_unamended","Sediment",2,19,20.8,0.496435625506361,0.0269508785091479
"Wet Beaver Creek",2019-05-16,"Nfixation_unamended","Wood",2,18.2,20.4,6.97272807325713,5.51153771951791
"Wet Beaver Creek",2019-05-16,"Denitrification_amended","Rock",3,17.4666666666667,20.1,0,0
"Wet Beaver Creek",2019-05-16,"Denitrification_amended","Sediment",2,18.95,21.15,149.097605980247,210.855856494625
"Wet Beaver Creek",2019-05-16,"Denitrification_amended","Wood",2,17.95,20.55,0,0
"Wet Beaver Creek",2019-05-16,"Denitrification_unamended","Rock",2,18.35,20.15,701.032102111714,991.409106465306
"Wet Beaver Creek",2019-05-16,"Denitrification_unamended","Sediment",2,19.45,20.35,1057.25630385662,1495.18620381848
"Wet Beaver Creek",2019-05-16,"Denitrification_unamended","Wood",2,18.5,20.3,390.295636124057,551.961381941676
